Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-06-28 12:51:50.648 +0530,"Failure",0:00:00,1,0,1,"20230628_125150.648/LogFile.txt","","Error Running Script Command -- runwithnewresults Error - Unable to locate script named: Untitled2",0
