Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-06-28 10:50:12.099 +0530,"Success",0:01:52,0,0,0,"20230628_105012.099/LogFile.txt","","",1
2025-11-12 10:30:32.799 +0530,"Aborted",0:00:18,1,0,0,"20251112_103032.799/LogFile.txt","","",0
