Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-05-15 08:55:01.046 +0100,"Failure",0:00:03,1,0,0,"20240515_085501.046/LogFile.txt","","AssertionFailed --  (assertion: mVar contains ""2""; actually: mVar DOES NOT contain 2)",0
2024-05-15 08:55:12.520 +0100,"Success",0:00:03,0,0,0,"20240515_085512.520/LogFile.txt","","",1
